ID,日付,時刻,種別,イベント,数,サイズ,地域,緯度,経度,道路タイプ,位置/姿勢,天候,気温,確度,本命カウント,日没,日没後h,月齢,潮,上げ下げ,潮メモ,捕獲前30分生態系,メモ,ソース,運用日_7時,運用月,年,重複キー,重複監査
1,2025-09-17,18:40,ハブ,捕獲,1,,伊須,,,,,,,,,,,,,,,,2025-09復旧,2025-09-17,2025-09,2025,,
2,2025-09-18,19:00,ハブ,捕獲,1,,伊須,,,,,,,,,,,,,,,,2025-09復旧,2025-09-18,2025-09,2025,,
3,2025-09-20,20:00,ハブ,捕獲,1,,阿木名,,,,,,,,,,,,,,,,2025-09復旧,2025-09-20,2025-09,2025,,
4,2025-09-22,20:00,ハブ,捕獲,1,,白浜,,,,,,,,,,,,,,,,2025-09復旧,2025-09-22,2025-09,2025,,
5,2025-09-25,20:00,ハブ,捕獲,1,,伊須,,,,,,,,,,,,,,,,2025-09復旧,2025-09-25,2025-09,2025,,
6,2025-09-26,22:00,ハブ,捕獲,1,,油井林道,,,,,,,,,,,,,,,,2025-09復旧,2025-09-26,2025-09,2025,,
7,2025-09-28,21:00,ハブ,捕獲,1,,清水,,,,,,,,,,,,,,,,2025-09復旧,2025-09-28,2025-09,2025,,
8,2025-10-01,20:40,ハブ,roadkill_sighting,1,,小名瀬〜阿室釜,,,,,,,,,,,,,,,,2025-10復旧,2025-10-01,2025-10,2025,,
9,2025-10-03,22:00,ハブ,sighting,1,,古志,,,,道路脇,,,,,,,,,,,,,2025-10復旧,2025-10-03,2025-10,2025,,
10,2025-10-12,20:00,ハブ,捕獲,1,,小名瀬〜阿室釜,,,,,,,,,,,,,,,,2025-10復旧,2025-10-12,2025-10,2025,,
11,2025-10-13,01:40,ハブ,捕獲,1,,油井林道,,,,,,,,,,,,,,,,2025-10復旧,2025-10-12,2025-10,2025,,
12,2025-10-15,21:00前,ハブ,捕獲,1,,嘉徳林道,,,,,,,,,,,,,,,,2025-10復旧,2025-10-15,2025-10,2025,,
13,2025-10-16,20:30,ハブ,roadkill_sighting,1,,小名瀬,,,,,,,,,,,,,,,,2025-10復旧,2025-10-16,2025-10,2025,,
14,2025-10-16,21:00頃,ハブ,roadkill_sighting,1,,古志〜伊目間,,,,,,,,,,,,,,,,2025-10復旧,2025-10-16,2025-10,2025,,
