ID,日付,時刻,種別,イベント,数,サイズ,地域,緯度,経度,天候,気温,月齢,潮,上げ下げ,運用日_7時,運用月,ソース
138,2026-06-28,20:52,ハブ,捕獲,1,小,瀬戸内町伊須,28.15344954231803,129.3550759393625,雨後,,,,,46201,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
139,2026-06-28,23:20,ハブ,捕獲,1,中,瀬戸内町嘉徳,28.19715389518834,129.3920683210058,雨後〜霧後,,,,,46201,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
140,2026-06-29,00:29,ハブ,捕獲,1,小,瀬戸内町久根津1022,28.16866549347142,129.298740815148,霧雨,,,,,46202,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
141,2026-06-29,00:35,ハブ,捕獲,1,小,瀬戸内町久根津854,28.16823218020444,129.2992006057215,霧雨,,,,,46202,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
142,2026-06-29,00:55,ハブ,捕獲,1,小,瀬戸内町油井1023-4,28.17847837643566,129.294484580859,霧雨,,,,,46202,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
143,2026-06-29,00:59,ハブ,捕獲,1,小,瀬戸内町油井150,28.18310196728697,129.2912455169497,霧雨,,,,,46202,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
144,2026-06-29,01:03,ハブ,捕獲,1,小,瀬戸内町阿鉄付近,28.1871381,129.2899606,霧雨,,,,,46202,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
145,2026-06-29,01:06,ハブ,捕獲,1,中,,28.18992631927429,129.2889411187035,霧雨,,,,,46202,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
146,2026-06-29,01:08,ハブ,捕獲,1,中,,28.19125577436695,129.2867709427453,霧雨,,,,,46202,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
147,2026-06-29,01:19,ハブ,捕獲,1,大,,28.2074421711138,129.2870818751339,霧〜雨前,,,,,46202,2026-06,user_log_complete_2026-06-23_29_added_2026-06-29
148,2026-07-02,01:13,ハブ,捕獲,1,中,瀬戸内町久根津820-3,28.16914697101083,129.2981699225058,晴れ,,,,,46205,2026-07,user_log_2026-07_full
149,2026-07-02,01:27,ハブ,捕獲,1,小,瀬戸内町久根津598-3,28.17026099799323,129.3026083530053,晴れ,,,,,46205,2026-07,user_log_2026-07_full
150,2026-07-02,02:57,ハブ,捕獲,1,小,,28.16762134901077,129.299651133017,晴れ,,,,,46205,2026-07,user_log_2026-07_full
151,2026-07-02,03:38,ハブ,捕獲,1,小,瀬戸内町節子,28.17024911756457,129.3778680359287,晴れ,,,,,46205,2026-07,user_log_2026-07_full
152,2026-07-09,00:17,ハブ,捕獲,1,極小,,28.19658353137286,129.3898140908931,雨後,,,,,46212,2026-07,user_log_2026-07_full
153,2026-07-09,00:37,ハブ,捕獲,1,小,瀬戸内町嘉徳,28.19224888404072,129.4002792489228,雨後,,,,,46212,2026-07,user_log_2026-07_full
154,2026-07-09,23:21,ハブ,捕獲,1,中,瀬戸内町久根津1022,28.1685860641563,129.2987968494457,,,,,,46212,2026-07,user_log_2026-07_full
155,2026-07-09,23:30,ハブ,捕獲,1,小,,28.16770936383171,129.2998235502162,,,,,,46212,2026-07,user_log_2026-07_full
156,2026-07-11,00:43,ハブ,捕獲,1,小,,28.20006802146683,129.2810707256324,爆風・稲光,,,,,46214,2026-07,user_log_2026-07_full
157,2026-07-11,01:05,ハブ,捕獲,1,小,瀬戸内町久根津,28.16839105335002,129.2990509549036,爆風・稲光,,,,,46214,2026-07,user_log_2026-07_full
158,2026-07-17,00:35,ハブ,捕獲,1,小,,28.17359078481381,129.3990048656001,,,,,,46220,2026-07,user_log_2026-07_full
159,2026-07-17,02:34,ハブ,捕獲,1,小,瀬戸内町県道79号,28.16312291236065,129.289543924127,,,,,,46220,2026-07,user_log_2026-07_full
