night,segment_id,spatial_label,reconstruction_confidence,sample_weight,segment_support_fraction,support_sessions,template_session_file,reconstruction_source,learning_row_source,historical_time_reconstructed,highway,length_m,bearing_deg,curvature_deg,road_class_code,junction_distance_m,stream_distance_m,coast_distance_m,forest_distance_m,farmland_distance_m,residential_distance_m
2026-05-13,OSM_ro104_0_23,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999935081,168.94488341789634,0.0,10.0,210.04193427110388,865.924424276388,1112.2856777940972,1899.361039383858,5545.904205255885,6004.792251563224
2026-05-13,OSM_ro104_0_25,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999951523,168.48533381497498,6.21092178666413,10.0,227.00408934294742,884.8568056956931,1119.8719987593706,1885.1326034608105,5531.990042688904,5988.944094078169
2026-05-13,OSM_ro104_0_27,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000012982,148.89283237039785,16.84060499435776,10.0,242.88122430838075,902.68714319992,1125.197899582057,1873.1342899443514,5520.261062144734,5975.014006564847
2026-05-13,OSM_ro104_0_29,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000014225,150.78826106693293,10.26101895033338,10.0,256.1653636320678,917.9991678236233,1125.867757731212,1865.6363830119096,5512.965736323693,5965.08402946394
2026-05-13,OSM_ro104_0_31,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000044981,178.04666681558865,0.0,10.0,274.2139721774906,936.8064119892512,1134.247065120102,1852.0028108990646,5499.405111333104,5949.583514001407
2026-05-13,OSM_ro104_0_33,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999983531,142.8375514309007,9.269129646477268,10.0,291.0106813778493,954.3808260244256,1140.1708016344146,1840.863833927909,5488.262297316726,5936.23143359721
2026-05-13,OSM_ro104_0_34,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.00000000005755,141.91073090973794,0.0,10.0,297.8416756128872,961.6758037506872,1140.14667585125,1838.1025082351246,5485.454519440057,5932.04087047191
2026-05-13,OSM_ro104_0_35,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999977513,142.62136883160053,13.327448056411242,10.0,304.8444612511483,969.016013832643,1140.2054721428683,1835.3960351194426,5482.668054000267,5927.868442580493
2026-05-13,OSM_ro104_0_36,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999972415,175.7538394508008,22.09795920614465,10.0,313.1466350242983,977.4817504262232,1142.66983154798,1830.6655444008313,5477.840706301431,5921.86375663983
2026-05-13,OSM_ro104_0_37,0,B-high,1.0,0.125,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000049173,190.81321347937092,8.452796451449984,10.0,323.0641233215219,987.3956132189184,1149.69398673998,1822.1579767058104,5469.2623267015815,5912.643318650839
2026-05-13,OSM_ro104_0_38,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999947041,196.5719514031232,0.0,10.0,332.93287612210946,997.2149249986385,1157.7925223088525,1812.9200434623745,5459.966195308606,5902.911329620058
2026-05-13,OSM_ro104_0_39,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000058622,196.57195140293294,0.0,10.0,342.77288740795603,1006.9905280825917,1166.1288253340765,1803.5472742640786,5450.535282035131,5893.091045435905
2026-05-13,OSM_ro104_0_4,0,B-high,1.0,0.125,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999967676,207.8868017689396,3.915848598737824,10.0,44.103368391983025,698.5292178174898,987.0152982922191,2062.7777893179,5707.755062397249,6172.351514672101
2026-05-13,OSM_ro104_0_40,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999955948,187.83181307031353,16.903180734642035,10.0,352.64353672881043,1016.8059581494321,1174.2537208138442,1794.3507695145613,5441.269525138216,5883.382840018446
2026-05-13,OSM_ro104_0_41,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999969939,168.8046230546562,7.36719441543562,10.0,362.36224808779235,1026.579954774333,1180.1800220605153,1786.885493051792,5433.673881902354,5874.931255881304
2026-05-13,OSM_ro104_0_42,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000045276,184.69005097980576,47.748692803528456,10.0,371.9200628235926,1036.2104852065888,1185.4893205366902,1780.0071729289755,5426.63445519556,5866.935657144834
2026-05-13,OSM_ro104_0_43,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999968637,237.99289232996463,19.59771904445671,10.0,379.8584421101621,1044.0031841729974,1194.2957280087205,1770.952758277035,5417.573471938275,5857.953079893232
2026-05-13,OSM_ro104_0_44,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000025121,255.9712625671395,0.0,10.0,384.5844931340693,1048.3508513565064,1203.5902752295212,1762.5028104330947,5409.246741947469,5850.518755785257
2026-05-13,OSM_ro104_0_45,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999985215,260.3940852253138,16.76185617675435,10.0,388.255012754696,1051.4795538511726,1212.4049565879905,1754.8276850865752,5401.710116293835,5844.050350807781
2026-05-13,OSM_ro104_0_47,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000014563,286.9327372973445,8.60965682031491,10.0,389.9776827901484,1051.6006961526598,1226.0627431217385,1744.6064114448918,5391.77692098665,5836.793753012197
2026-05-13,OSM_ro104_0_48,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999946064,320.0086828796393,32.017880934955144,10.0,387.25970120314616,1047.9339050294625,1229.463537627934,1743.407524632265,5390.691020882932,5837.153294271023
2026-05-13,OSM_ro104_0_5,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.99999999996064,199.6904359178679,10.323258795687451,10.0,53.60731806129941,707.9713148847718,995.0249676469424,2052.88696130645,5697.920849021203,6162.382469077236
2026-05-13,OSM_ro104_0_50,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999987836,356.0037941626045,0.0,10.0,370.0318560278914,1029.7235436023013,1221.0396044989004,1755.9907254460375,5403.379607753801,5851.919178122166
2026-05-13,OSM_ro104_0_52,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.00000000008443,347.54523020406197,14.590476474043612,10.0,351.3644944372018,1010.2629697923816,1210.0730422552115,1771.0916776999402,5418.502605531684,5868.815666021106
2026-05-13,OSM_ro104_0_53,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999947054,322.1331373386199,23.12618310822603,10.0,343.896519326383,1001.9185230328842,1207.6831584462325,1776.1307642650816,5423.521460260941,5875.03247875868
2026-05-13,OSM_ro104_0_54,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000025695,296.2452631947416,11.48464273551076,10.0,340.794787829208,997.3163162368814,1210.3887681908939,1776.3797076684943,5423.713320871664,5876.671731663613
2026-05-13,OSM_ro104_0_56,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000006937,295.12667226979454,0.0,10.0,339.1431305781249,991.8092098435641,1219.788192809062,1773.1195737304831,5420.227805716447,5876.143118649787
2026-05-13,OSM_ro104_0_58,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000004222,267.96787393441707,10.891310811799428,10.0,343.15391846766386,991.2377603976713,1232.948985956381,1765.7611507864133,5412.530266926179,5871.210428181136
2026-05-13,OSM_ro104_0_59,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999993221,238.1581012498163,15.162193943764663,10.0,349.7560965923129,995.783891372319,1242.172990065926,1758.267987838238,5404.893323966602,5864.555749558874
2026-05-13,OSM_ro104_0_60,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.00000000003574,197.19064143092746,37.9218568269321,10.0,358.8052718626616,1003.8383738930105,1251.3838444775042,1748.980919729423,5395.571622597142,5855.5260617321255
2026-05-13,OSM_ro104_0_62,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999980556,151.0392083575581,10.324270359202842,10.0,373.82518662630633,1021.4094273390559,1258.9972083053192,1735.692507599348,5382.60058293205,5840.583250144288
2026-05-13,OSM_ro104_0_64,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000011953,153.46782999903985,18.451106537755436,10.0,384.45097245043473,1035.5401024419614,1260.0259665652434,1728.2674773691856,5375.476199321873,5830.768760467689
2026-05-13,OSM_ro104_0_66,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000032035,164.9175847786961,8.485678136034835,10.0,399.6017587893356,1052.9567075538398,1266.4478031769493,1716.4669034801534,5363.828468956679,5816.830263695169
2026-05-13,OSM_ro104_0_67,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000079027,170.00067306931396,0.0,10.0,408.0910621343645,1062.2588100396545,1270.9658248171243,1709.609312434368,5357.006304403272,5808.991661659295
2026-05-13,OSM_ro104_0_69,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000008226,175.9869559256705,0.0,10.0,426.22644781312425,1081.5513990626187,1281.9858020796403,1694.5229468302664,5341.930637473024,5792.114708685314
2026-05-13,OSM_ro104_0_7,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000082467,189.28723587602437,0.0,10.0,71.81385882000838,727.7997823765274,1008.3218863048777,2034.1026716155463,5679.401770431785,6143.004599535811
2026-05-13,OSM_ro104_0_71,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000000556,167.0022689154299,0.0,10.0,444.14578840532266,1100.6065342143986,1292.5133949180042,1680.125922539394,5327.470207057877,5775.746076503654
2026-05-13,OSM_ro104_0_73,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000000556,167.0022689154299,0.0,10.0,461.47960234179897,1118.923507112772,1301.7550369593494,1667.1071150846005,5314.292243363318,5760.4387128230765
2026-05-13,OSM_ro104_0_75,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000033918,158.66795457032856,9.00382524899021,10.0,478.6591487667872,1115.2938445438028,1310.4227566747459,1654.7761464243756,5301.697537243973,5745.633472282097
2026-05-13,OSM_ro104_0_9,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999967871,189.2872358761423,0.0,10.0,90.47101748687487,747.7723538412686,1021.0359498793689,2015.7026539873104,5661.290171198322,6123.87730112361
2026-05-13,OSM_ro137_0_0,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000011408,310.80310213512047,0.0,10.0,5.015944883984582,34.52145801819802,712.3710113695874,3520.9981063364526,7129.696569489402,7654.052054497836
2026-05-13,OSM_ro137_0_1,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999979416,309.64262856312826,14.282763466339134,10.0,15.014879429318205,30.100488116239305,722.2309840435412,3523.831307501362,7131.724019196309,7657.121906348357
2026-05-13,OSM_ro137_0_100,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.00000000000174,264.65120043030106,0.0,10.0,682.351769309346,85.67932778586342,1386.6746576993608,3745.4999585792593,7273.438641297396,7865.410278803763
2026-05-13,OSM_ro137_0_102,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.99999999997695,231.53319137189916,8.834503867933364,10.0,692.7740694057118,104.44928260796226,1398.0947402418624,3734.4520746552416,7260.000056622321,7853.437083045999
2026-05-13,OSM_ro137_0_11,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000027658,296.7922889191788,0.0,10.0,109.51485552622253,33.39168613343602,813.987350758558,3506.5966253734955,7106.007385446151,7641.476372117342
2026-05-13,OSM_ro137_0_13,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999974701,290.1613382517434,0.0,10.0,129.34126081891506,27.463095586686933,833.8815051447161,3507.1711668461544,7104.604457217647,7642.210777521113
2026-05-13,OSM_ro137_0_14,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000014825,290.16133825236955,0.0,10.0,139.33393774454507,24.31676817063816,843.7632857753655,3506.8031020403273,7103.228037028826,7641.899674507796
2026-05-13,OSM_ro137_0_15,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000002682,284.45037004151834,10.311436998282204,10.0,149.31254386931099,21.438689349526317,853.582049983434,3506.1900739370217,7101.596926419352,7641.328089005073
2026-05-13,OSM_ro137_0_17,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000000968,279.8499012538748,0.0,10.0,169.13728150698302,18.933348039687584,872.5628275114458,3502.203970617039,7095.582248440434,7637.378818518354
2026-05-13,OSM_ro137_0_19,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000000968,279.8499012538748,0.0,10.0,188.99127314008376,22.167654982688916,891.5472673733487,3498.1496123312713,7089.444151350027,7633.301998884218
2026-05-13,OSM_ro137_0_21,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999990866,284.9415093916077,0.0,10.0,208.94447491172795,19.451484999071237,910.8789270915319,3495.347965475785,7084.473455503833,7630.417354541912
2026-05-13,OSM_ro137_0_23,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999987274,316.021564465108,28.693038209414397,10.0,228.2879326878561,22.69906399745501,930.4258630015801,3496.790428963044,7083.694756157871,7631.718471235793
2026-05-13,OSM_ro137_0_24,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000025363,322.6185771964396,0.0,10.0,236.52175970889226,22.823924454600537,939.5222508099993,3501.9524722149986,7087.838974651296,7636.800050494519
2026-05-13,OSM_ro137_0_26,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.00000000002224,331.40916693480983,0.0,10.0,252.18629713445975,24.592685236090187,956.8289044303986,3514.0898909917832,7098.042334363437,7648.758196498261
2026-05-13,OSM_ro137_0_28,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000042167,333.29479643810964,1.9856801911825528,10.0,267.6626697378981,30.42144962429359,973.5865107824777,3527.376167942674,7109.45642226082,7661.83959222241
2026-05-13,OSM_ro137_0_3,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000001613,277.4027473495154,11.929762333117992,10.0,34.372090697545985,25.33705926458838,741.7891158694795,3524.355952914236,7130.575263746987,7658.088918007443
2026-05-13,OSM_ro137_0_30,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000038773,333.3948471254055,0.0,10.0,283.3901573369436,37.48058328234342,990.17491454725,3541.120764089153,7121.344824823507,7675.352124232068
2026-05-13,OSM_ro137_0_32,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000037957,333.3948471254148,0.0,10.0,299.6272872230755,47.19288447916918,1006.887063392777,3554.925062170956,7133.26984681121,7688.89326098111
2026-05-13,OSM_ro137_0_34,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.99999999993387,333.3948471251161,0.0,10.0,316.2958128427066,53.24645858190856,1023.7171266793803,3568.7880477044628,7145.2309480387,7702.462523541811
2026-05-13,OSM_ro137_0_36,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000037957,333.3948471254148,0.0,10.0,333.3310234511563,58.87641080462294,1040.6593835091483,3582.7090394316538,7157.227947620086,7716.05976353031
2026-05-13,OSM_ro137_0_37,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.99999999991792,332.4394797235084,11.994311687339177,10.0,341.9717661576983,61.697587431178995,1049.1737759185369,3589.6858188335614,7163.234105911115,7722.863470948783
2026-05-13,OSM_ro137_0_38,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000016849,321.40053544024886,0.0,10.0,351.15526122768756,59.238270836824064,1058.225875892683,3595.7382196586896,7168.222244070305,7728.716767358611
2026-05-13,OSM_ro137_0_39,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000039778,310.7543983429961,22.343563989904396,10.0,360.7629262917795,51.88588243097667,1067.7299500574488,3600.7069997438234,7172.036497089403,7733.458829457226
2026-05-13,OSM_ro137_0_40,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999973223,282.80605854048076,19.37669843692646,10.0,370.3578929616274,47.802145498194,1077.378593127224,3601.81700136763,7171.874588597198,7734.302502064469
2026-05-13,OSM_ro137_0_42,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.000000000001975,272.90479702437466,0.0,10.0,388.1993003242083,45.500908111743165,1095.477683673937,3597.861570445304,7165.356992459363,7729.767665837869
2026-05-13,OSM_ro137_0_43,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999997891,272.904797023708,0.0,10.0,396.8827389971572,45.06897781988695,1104.2477339232732,3595.2152115998097,7161.434320349654,7726.815102474957
2026-05-13,OSM_ro137_0_44,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.00000000001013,279.7046478194399,7.850888528591668,10.0,405.84200493386805,44.12700685961035,1113.2508101274464,3593.098224346,7158.00857533311,7724.374158154064
2026-05-13,OSM_ro137_0_46,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999978218,293.1127781735291,14.734337839654756,10.0,424.77824023014654,39.6969787550398,1132.19825069889,3591.5124303811804,7153.693557054083,7722.083963502982
2026-05-13,OSM_ro137_0_48,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999995648,295.49002339038867,0.0,10.0,444.6888184821104,31.94783760277877,1152.101184887857,3594.243631362126,7153.603156524999,7724.050458811107
2026-05-13,OSM_ro137_0_51,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.00000000000089,290.81147948364753,11.544995159181553,10.0,474.38231780743973,21.208736561795934,1181.7602053905975,3596.9343732303696,7151.951719747602,7725.479033308165
2026-05-13,OSM_ro137_0_53,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999987905,279.77254263727406,0.0,10.0,493.41085140362514,19.15370542202969,1200.7027805464877,3595.423172073099,7147.518642157022,7723.0578299329845
2026-05-13,OSM_ro137_0_55,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999998547,271.1196074800797,0.0,10.0,511.52414453646065,18.40310840328833,1218.6241269641557,3591.157165075132,7140.365446394378,7717.845579867443
2026-05-13,OSM_ro137_0_57,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.00000000001284,276.2801826954014,20.928529874028527,10.0,529.4116035327808,15.964645229863493,1236.2193904400544,3586.071540278841,7132.392667966358,7711.785179542624
2026-05-13,OSM_ro137_0_59,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999973294,304.88551939194855,13.503155689425796,10.0,549.0213633150679,1.3845157145004947,1255.7709909102546,3588.6790729590925,7132.0434331996075,7713.440611849452
2026-05-13,OSM_ro137_0_60,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.00000000003976,323.6632050970193,30.014574257691606,10.0,558.5915326315476,8.277767823877978,1265.4250552345477,3593.01765504049,7135.014420741513,7717.356892639657
2026-05-13,OSM_ro137_0_61,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.99999999997694,351.59686545200276,12.02839231521574,10.0,565.8921507039494,17.65653598991382,1272.9195038142882,3600.7255715008405,7141.767996812113,7724.779692730058
2026-05-13,OSM_ro137_0_63,0,B-high,1.0,0.375,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,9.999999999985159,0.8953338486418261,17.724397870490122,10.0,576.0084529222744,29.04705861319891,1283.3674137983398,3619.7645895267415,7159.704984255466,7743.509987407641
2026-05-13,OSM_ro137_0_64,0,B-high,1.0,0.25,3,2026-08-17.gpx,later_gpx_template,historical_reconstructed_spatial_exposure,False,unclassified,10.0000000000024,17.77538436134097,0.0,10.0,579.4877069723525,27.534020226003125,1286.9077414005897,3629.588978423828,7169.260745889597,7753.271297755185
