radius,bw,k_local,k_season,tau_days,eligible,nights_scored,median_error_min,mean_error_min,within_30m_hits,within_30m_rate,within_60m_hits,within_60m_rate,within_90m_hits,within_90m_rate,within_120m_hits,within_120m_rate,selection_score
3000,1.0,5,10,240.0,98,29,91.0,118.79591836734694,14,0.14285714285714285,33,0.336734693877551,48,0.4897959183673469,62,0.6326530612244898,3.0674886621315194
1000,1.5,2,10,,98,29,91.5,118.0,17,0.17346938775510204,29,0.29591836734693877,49,0.5,60,0.6122448979591837,3.0667942176870753
1000,1.5,2,20,,98,29,91.5,118.3061224489796,17,0.17346938775510204,29,0.29591836734693877,49,0.5,60,0.6122448979591837,3.0667942176870753
1000,1.5,2,5,240.0,98,29,86.0,114.42857142857143,15,0.15306122448979592,29,0.29591836734693877,52,0.5306122448979592,61,0.6224489795918368,3.064229024943311
1000,1.5,2,10,240.0,98,29,86.0,114.42857142857143,15,0.15306122448979592,29,0.29591836734693877,52,0.5306122448979592,61,0.6224489795918368,3.064229024943311
1000,2.0,5,20,120.0,98,29,94.5,109.0204081632653,18,0.1836734693877551,27,0.2755102040816326,48,0.4897959183673469,64,0.6530612244897959,3.0626275510204075
1000,2.0,5,20,240.0,98,29,95.5,110.95918367346938,19,0.19387755102040816,27,0.2755102040816326,47,0.47959183673469385,62,0.6326530612244898,3.0612386621315193
1000,1.5,2,5,,98,29,91.5,118.0,16,0.16326530612244897,30,0.30612244897959184,49,0.5,60,0.6122448979591837,3.056590136054422
1000,1.5,10,10,,98,29,91.5,110.14285714285714,18,0.1836734693877551,26,0.2653061224489796,49,0.5,64,0.6530612244897959,3.056590136054422
2000,1.5,5,20,240.0,98,29,88.0,116.77551020408163,14,0.14285714285714285,31,0.3163265306122449,51,0.5204081632653061,60,0.6122448979591837,3.0512471655328803
1000,1.5,5,20,120.0,98,29,88.0,111.0,17,0.17346938775510204,27,0.2755102040816326,50,0.5102040816326531,62,0.6326530612244898,3.0512471655328794
3000,1.0,5,5,120.0,98,29,91.0,117.87755102040816,14,0.14285714285714285,32,0.32653061224489793,48,0.4897959183673469,63,0.6428571428571429,3.0470804988662135
3000,1.0,5,10,120.0,98,29,91.0,118.18367346938776,14,0.14285714285714285,32,0.32653061224489793,48,0.4897959183673469,63,0.6428571428571429,3.0470804988662135
3000,1.0,5,20,120.0,98,29,91.0,118.18367346938776,14,0.14285714285714285,32,0.32653061224489793,48,0.4897959183673469,63,0.6428571428571429,3.0470804988662135
1000,1.5,5,20,,98,29,95.0,114.93877551020408,17,0.17346938775510204,29,0.29591836734693877,48,0.4897959183673469,60,0.6122448979591837,3.041524943310658
2000,1.5,2,5,,98,29,88.0,118.0,11,0.11224489795918367,35,0.35714285714285715,50,0.5102040816326531,61,0.6224489795918368,3.041043083900227
