operational_date,gpx_points,distance_km,duration_h,user_captures,bio_event_blocks,bio_events_per_h,captures_per_10km,captures_per_h,main_window_coverage_frac,main_window_distance_km,main_window_captures,counter_window_distance_km,counter_window_captures
2026-09-04,17751,83.76195375097886,4.9433475,5,35,7.080222460589712,0.596929724784693,1.011460351512816,0.9700086666666666,21.647269404642604,3,20.237158038723784,0
2026-09-05,18007,61.64144350885478,5.076930833333334,4,68,13.393918931007692,0.6489140701945763,0.7878775841769231,0.7044357407407408,19.160297904763443,0,8.722109982856903,0
