radius_m,bandwidth_h,local_weight,min_local,tau_days,eligible,nights_scored,median_absolute_error_minutes,mean_absolute_error_minutes,within_30m_hits,within_30m_rate,within_30m_wilson95,within_60m_hits,within_60m_rate,within_60m_wilson95,within_90m_hits,within_90m_rate,within_90m_wilson95,selection_score
2000,2.0,0.8,1,,98,29,96.0,113.44897959183673,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",32,0.32653061224489793,"[0.2417611712469177, 0.42438704323518]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.545578231292517
3000,1.0,0.95,2,90.0,98,29,83.5,116.14285714285714,11,0.11224489795918367,"[0.0638420422031541, 0.18990102546271131]",36,0.3673469387755102,"[0.27858728951874556, 0.46611428626168216]",52,0.5306122448979592,"[0.43252291695680106, 0.6263921040169464]",1.5440547052154194
500,2.0,0.8,3,180.0,98,29,101.0,111.93877551020408,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",32,0.32653061224489793,"[0.2417611712469177, 0.42438704323518]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.5421060090702947
2000,2.0,0.95,1,180.0,98,29,87.0,113.3061224489796,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",52,0.5306122448979592,"[0.43252291695680106, 0.6263921040169464]",1.541624149659864
2000,2.0,0.95,2,,98,29,90.5,115.0,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.5391935941043082
500,2.0,0.8,2,90.0,98,29,93.0,110.26530612244898,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.537457482993197
1000,1.5,0.99,1,,98,29,93.5,120.22448979591837,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.537110260770975
500,2.0,0.95,2,,98,29,98.0,112.28571428571429,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.5339852607709752
2000,2.0,0.8,3,,98,29,98.5,114.9795918367347,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",32,0.32653061224489793,"[0.2417611712469177, 0.42438704323518]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.5336380385487527
1000,2.0,0.99,3,,98,29,114.0,121.0204081632653,19,0.19387755102040816,"[0.12777973480910126, 0.2830700554534241]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",41,0.41836734693877553,"[0.3255902758170348, 0.5173030015863054]",1.5330782312925169
2000,2.0,0.95,2,180.0,98,29,87.0,113.3061224489796,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",51,0.5204081632653061,"[0.42260631994489084, 0.6166703607042743]",1.531420068027211
1000,2.0,0.8,1,90.0,98,29,88.0,111.0204081632653,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",51,0.5204081632653061,"[0.42260631994489084, 0.6166703607042743]",1.5307256235827664
3000,0.75,0.99,1,90.0,98,29,91.0,120.46938775510205,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.528642290249433
3000,1.0,0.99,3,90.0,98,29,91.0,117.44897959183673,12,0.12244897959183673,"[0.07145129752202053, 0.20193011046842743]",36,0.3673469387755102,"[0.27858728951874556, 0.46611428626168216]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.528642290249433
500,1.0,0.99,1,90.0,98,29,93.0,115.91836734693878,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.5272534013605443
2000,1.0,0.99,1,90.0,98,29,95.0,122.42857142857143,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.5258645124716552
3000,0.75,0.99,3,180.0,98,29,95.5,123.89795918367346,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.5255172902494334
3000,0.5,0.99,3,,98,29,99.0,126.95918367346938,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.5230867346938775
3000,0.5,0.99,3,180.0,98,29,99.0,126.34693877551021,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.5230867346938775
1000,2.0,0.8,3,,98,29,99.5,115.73469387755102,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.5227395124716554
1500,2.0,0.95,1,90.0,98,29,87.0,113.10204081632654,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",53,0.5408163265306123,"[0.4424786494488038, 0.6360747118495262]",1.521215986394558
1000,2.0,0.8,2,90.0,98,29,89.5,111.93877551020408,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",50,0.5102040816326531,"[0.41272874059974574, 0.6069095997248368]",1.5194798752834469
3000,0.75,0.95,1,180.0,98,29,90.5,121.36734693877551,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",32,0.32653061224489793,"[0.2417611712469177, 0.42438704323518]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.518785430839002
3000,0.75,0.99,2,90.0,98,29,92.5,121.08163265306122,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.5173965419501132
2000,1.0,0.99,2,90.0,98,29,95.0,119.9795918367347,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",44,0.4489795918367347,"[0.3542819817359245, 0.5475263166411631]",1.5156604308390023
500,1.5,0.8,1,180.0,98,29,96.5,112.40816326530613,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.5146187641723354
500,2.0,0.95,2,180.0,98,29,98.0,109.91836734693878,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.5135770975056688
1000,1.5,0.99,2,90.0,98,29,99.0,116.44897959183673,18,0.1836734693877551,"[0.11945967624196774, 0.2717517736959752]",28,0.2857142857142857,"[0.20568632301416542, 0.38190853016960236]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.5128826530612245
3000,1.0,0.95,3,90.0,98,29,85.0,117.36734693877551,11,0.11224489795918367,"[0.0638420422031541, 0.18990102546271131]",35,0.35714285714285715,"[0.26931387894509207, 0.4557493565107532]",51,0.5204081632653061,"[0.42260631994489084, 0.6166703607042743]",1.5124007936507937
500,1.5,0.99,3,,98,29,105.5,118.28571428571429,19,0.19387755102040816,"[0.12777973480910126, 0.2830700554534241]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",40,0.40816326530612246,"[0.3161068392771741, 0.5071480978015837]",1.5083687641723358
500,1.0,0.99,2,180.0,98,29,105.5,119.51020408163265,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",42,0.42857142857142855,"[0.3351141839487037, 0.5274174337792189]",1.5083687641723358
3000,0.75,0.95,2,180.0,98,29,91.0,121.9795918367347,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",32,0.32653061224489793,"[0.2417611712469177, 0.42438704323518]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.5082341269841266
1000,2.0,0.8,1,180.0,98,29,91.5,113.93877551020408,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.5078869047619048
1000,2.0,0.8,2,180.0,98,29,91.5,114.24489795918367,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.5078869047619048
1500,1.5,0.95,2,90.0,98,29,93.0,116.51020408163265,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.5068452380952382
2000,1.5,0.95,1,,98,29,93.0,118.61224489795919,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.506845238095238
500,1.5,0.8,3,180.0,98,29,97.5,114.6734693877551,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.5037202380952381
1500,2.0,0.8,3,,98,29,98.0,115.3061224489796,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",32,0.32653061224489793,"[0.2417611712469177, 0.42438704323518]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.5033730158730159
1000,2.0,0.99,2,,98,29,101.0,118.87755102040816,18,0.1836734693877551,"[0.11945967624196774, 0.2717517736959752]",28,0.2857142857142857,"[0.20568632301416542, 0.38190853016960236]",44,0.4489795918367347,"[0.3542819817359245, 0.5475263166411631]",1.5012896825396826
3000,0.5,0.95,1,90.0,98,29,89.5,121.65306122448979,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",50,0.5102040816326531,"[0.41272874059974574, 0.6069095997248368]",1.4990717120181405
2000,0.75,0.95,1,90.0,98,29,91.5,124.18367346938776,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4976828231292518
2000,0.75,0.95,2,90.0,98,29,91.5,121.73469387755102,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4976828231292518
1000,1.0,0.99,1,180.0,98,29,92.0,121.3265306122449,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4973356009070296
2000,0.75,0.99,1,180.0,98,29,93.0,125.95918367346938,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.496641156462585
2000,0.75,0.99,2,180.0,98,29,93.0,123.20408163265306,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.496641156462585
2000,1.5,0.95,2,,98,29,95.0,118.91836734693878,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.4952522675736961
2000,1.0,0.99,1,180.0,98,29,95.0,122.89795918367346,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.495252267573696
1500,1.5,0.99,2,,98,29,95.5,121.38775510204081,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",28,0.2857142857142857,"[0.20568632301416542, 0.38190853016960236]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.494905045351474
3000,1.0,0.95,1,,98,29,95.5,123.3265306122449,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.494905045351474
500,1.5,0.99,1,180.0,98,29,97.5,115.20408163265306,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",28,0.2857142857142857,"[0.20568632301416542, 0.38190853016960236]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.4935161564625852
1000,2.0,0.8,3,90.0,98,29,97.5,112.85714285714286,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.493516156462585
1000,1.5,0.95,2,,98,29,115.0,121.87755102040816,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",44,0.4489795918367347,"[0.3542819817359245, 0.5475263166411631]",1.4915674603174605
500,2.0,0.8,3,90.0,98,29,101.0,110.9795918367347,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",32,0.32653061224489793,"[0.2417611712469177, 0.42438704323518]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4910856009070292
500,1.5,0.95,2,,98,29,117.0,117.0204081632653,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",43,0.4387755102040816,"[0.3446781918182551, 0.53749176623425]",1.4901785714285714
3000,0.75,0.95,1,90.0,98,29,89.5,120.12244897959184,12,0.12244897959183673,"[0.07145129752202053, 0.20193011046842743]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",50,0.5102040816326531,"[0.41272874059974574, 0.6069095997248368]",1.4888676303854875
3000,0.5,0.95,2,90.0,98,29,90.5,122.57142857142857,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.488173185941043
3000,1.0,0.99,1,180.0,98,29,91.0,120.12244897959184,12,0.12244897959183673,"[0.07145129752202053, 0.20193011046842743]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.4878259637188207
1500,2.0,0.8,2,,98,29,94.0,114.38775510204081,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4857426303854875
2000,1.0,0.99,2,180.0,98,29,95.0,120.44897959183673,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",44,0.4489795918367347,"[0.3542819817359245, 0.5475263166411631]",1.485048185941043
1500,2.0,0.8,1,,98,29,95.5,114.9795918367347,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4847009637188209
3000,0.75,0.99,3,90.0,98,29,95.5,122.0,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",32,0.32653061224489793,"[0.2417611712469177, 0.42438704323518]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.4847009637188209
2000,1.5,0.8,1,90.0,98,29,95.5,113.38775510204081,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.4847009637188209
2000,1.5,0.8,2,90.0,98,29,95.5,113.38775510204081,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.4847009637188209
3000,1.0,0.95,2,,98,29,97.5,123.93877551020408,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.483312074829932
500,1.5,0.8,1,,98,29,98.5,116.6938775510204,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",44,0.4489795918367347,"[0.3542819817359245, 0.5475263166411631]",1.4826176303854874
1000,0.75,0.99,1,180.0,98,29,100.0,122.91836734693878,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.481575963718821
500,1.5,0.95,2,180.0,98,29,100.5,113.65306122448979,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",43,0.4387755102040816,"[0.3446781918182551, 0.53749176623425]",1.4812287414965986
500,1.5,0.8,3,,98,29,101.0,118.34693877551021,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",43,0.4387755102040816,"[0.3446781918182551, 0.53749176623425]",1.4808815192743763
1500,1.5,0.95,1,90.0,98,29,89.0,116.79591836734694,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",28,0.2857142857142857,"[0.20568632301416542, 0.38190853016960236]",50,0.5102040816326531,"[0.41272874059974574, 0.6069095997248368]",1.4790107709750568
1000,2.0,0.8,3,180.0,98,29,104.5,115.16326530612245,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4784509637188208
1000,1.5,0.95,2,90.0,98,29,90.5,116.48979591836735,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",27,0.2755102040816326,"[0.19679426941928943, 0.3711622434398958]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.47796910430839
1500,1.5,0.99,2,180.0,98,29,90.5,119.12244897959184,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.47796910430839
3000,0.75,0.8,1,90.0,98,29,90.5,118.22448979591837,12,0.12244897959183673,"[0.07145129752202053, 0.20193011046842743]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.47796910430839
3000,0.75,0.95,2,90.0,98,29,90.5,120.73469387755102,12,0.12244897959183673,"[0.07145129752202053, 0.20193011046842743]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.47796910430839
500,1.0,0.99,2,90.0,98,29,105.5,118.3061224489796,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",42,0.42857142857142855,"[0.3351141839487037, 0.5274174337792189]",1.4777565192743767
3000,0.75,0.95,3,180.0,98,29,92.5,123.20408163265306,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4765802154195011
3000,1.0,0.99,2,180.0,98,29,92.5,120.73469387755102,12,0.12244897959183673,"[0.07145129752202053, 0.20193011046842743]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.476580215419501
3000,1.0,0.99,1,,98,29,95.5,123.42857142857143,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.474496882086168
1500,1.5,0.99,1,,98,29,95.5,126.87755102040816,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",28,0.2857142857142857,"[0.20568632301416542, 0.38190853016960236]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4744968820861677
500,1.5,0.8,2,180.0,98,29,96.5,114.55102040816327,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",28,0.2857142857142857,"[0.20568632301416542, 0.38190853016960236]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4738024376417231
1000,2.0,0.95,2,180.0,98,29,100.0,114.57142857142857,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",46,0.46938775510204084,"[0.37360789598305366, 0.567477083043199]",1.4713718820861679
500,2.0,0.99,2,180.0,98,29,100.5,111.93877551020408,17,0.17346938775510204,"[0.11122039941721075, 0.26035271019614964]",28,0.2857142857142857,"[0.20568632301416542, 0.38190853016960236]",44,0.4489795918367347,"[0.3542819817359245, 0.5475263166411631]",1.4710246598639456
1000,2.0,0.99,2,90.0,98,29,88.0,113.46938775510205,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",50,0.5102040816326531,"[0.41272874059974574, 0.6069095997248368]",1.4695011337868482
2000,1.5,0.8,3,90.0,98,29,103.0,116.14285714285714,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",34,0.3469387755102041,"[0.26008447663750445, 0.44534041849375827]",44,0.4489795918367347,"[0.3542819817359245, 0.5475263166411631]",1.4692885487528344
1500,2.0,0.95,3,,98,29,104.5,118.10204081632654,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",43,0.4387755102040816,"[0.3446781918182551, 0.53749176623425]",1.4682468820861676
1000,1.0,0.95,1,90.0,98,29,90.0,116.83673469387755,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",49,0.5,"[0.402890108516874, 0.597109891483126]",1.4681122448979593
3000,0.75,0.8,2,90.0,98,29,91.0,118.83673469387755,12,0.12244897959183673,"[0.07145129752202053, 0.20193011046842743]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.4674178004535148
2000,0.75,0.95,1,180.0,98,29,91.5,126.81632653061224,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4670705782312925
2000,0.75,0.95,2,180.0,98,29,91.5,124.36734693877551,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.4670705782312925
3000,0.5,0.95,1,180.0,98,29,94.5,124.20408163265306,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",47,0.47959183673469385,"[0.38332963929572583, 0.5773936800551093]",1.464987244897959
2000,2.0,0.99,3,,98,29,96.5,119.53061224489795,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.4635983560090702
1000,2.0,0.95,2,90.0,98,29,97.0,112.73469387755102,14,0.14285714285714285,"[0.0870439104644005, 0.2256141781752124]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.4632511337868481
3000,0.75,0.99,1,,98,29,97.0,126.57142857142857,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.463251133786848
500,1.0,0.8,1,,98,29,112.5,121.63265306122449,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",43,0.4387755102040816,"[0.3446781918182551, 0.53749176623425]",1.462691326530612
500,1.5,0.8,2,,98,29,98.5,117.91836734693878,16,0.16326530612244897,"[0.10306715625004181, 0.24886761303873606]",29,0.29591836734693877,"[0.21463049371609197, 0.39260269979225826]",44,0.4489795918367347,"[0.3542819817359245, 0.5475263166411631]",1.4622094671201815
1500,2.0,0.95,3,180.0,98,29,99.0,116.81632653061224,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.461862244897959
3000,1.0,0.99,2,,98,29,99.5,124.04081632653062,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",33,0.336734693877551,"[0.25089992900091485, 0.4348866258057654]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.461515022675737
500,1.0,0.95,1,90.0,98,29,102.0,115.14285714285714,15,0.15306122448979592,"[0.0950059903962593, 0.23729043856793613]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",45,0.45918367346938777,"[0.36392528815047387, 0.5575213505511963]",1.4597789115646258
1500,1.5,0.99,1,180.0,98,29,89.0,124.61224489795919,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",30,0.30612244897959184,"[0.22362525822357754, 0.4032462756093553]",50,0.5102040816326531,"[0.41272874059974574, 0.6069095997248368]",1.4586026077097505
2000,2.0,0.99,3,90.0,98,29,91.5,114.3265306122449,13,0.1326530612244898,"[0.07918911601863514, 0.21383063229639532]",31,0.3163265306122449,"[0.23266923518824523, 0.41384063896927004]",48,0.4897959183673469,"[0.3930904002751632, 0.5872712594002543]",1.4568664965986398
