canonical_id,timestamp,individual_count,lat,lon,segment_id,event_match_distance_m,positive_learning_rows,nearest_visit_delta_s,audit_status
226,2026-08-17 21:47:00+09:00,1,28.13869737651483,129.346271681204,OSM_ro136_0_300,13.981603515290697,1,75.999,ok
227,2026-08-18 00:48:00+09:00,1,28.19180829076465,129.3972451529137,OSM_ro448_0_34,7.738900146057962,1,0.0,ok
229,2026-08-19 23:02:00+09:00,1,28.17714901167268,129.3944732250466,OSM_ro104_0_87,7.7508551861394475,1,0.0,ok
230,2026-08-19 23:42:00+09:00,1,28.19077610995356,129.3981206074766,OSM_ro448_0_49,13.615550622257969,1,71.999,ok
231,2026-08-20 00:35:00+09:00,1,28.16427678079018,129.3935010389535,OSM_ro42_0_33,10.927145374079908,1,81.001,ok
232,2026-08-20 01:44:00+09:00,2,28.16778586387698,129.2996370514489,OSM_ro877_0_23,2.3474806426696917,1,0.0,ok
233,2026-08-20 01:49:00+09:00,1,,,,,0,,missing_gps
234,2026-08-24 00:02:00+09:00,1,28.19081506904525,129.3980626956513,OSM_ro448_0_48,12.034551032267744,1,100.001,ok
235,2026-08-24 00:04:00+09:00,1,28.19212476906661,129.3972355960724,OSM_ro448_0_30,7.355917416881794,1,0.0,ok
236,2026-08-24 02:48:00+09:00,1,28.17491855810635,129.3047488375334,OSM_ro174_0_21,8.762177711736415,1,0.0,ok
237,2026-08-24 21:10:00+09:00,1,28.18546459772124,129.3077046392419,OSM_ro491_0_2,3.2806966114462535,1,64.999,ok
238,2026-08-24 23:58:00+09:00,1,28.16462460150211,129.3950149001608,OSM_ro42_0_55,3.084120891496749,1,70.998,ok
239,2026-08-25 00:51:00+09:00,1,28.1690951721759,129.3960943922356,OSM_ro313_0_20,1.3184335069612423,1,135.001,ok
240,2026-08-28 00:00:00+09:00,1,28.20200096298877,129.3336386706646,OSM_ro126_0_167,8.245296233597523,1,0.0,ok
241,2026-08-28 01:33:00+09:00,1,28.17851087450027,129.3936608906294,OSM_ro104_0_55,2.4454966139938312,1,118.001,ok
242,2026-08-28 02:08:00+09:00,1,28.16487173937742,129.3963884045194,OSM_ro42_0_79,4.410869507327661,1,0.0,ok
243,2026-08-28 22:06:00+09:00,1,28.19118691264734,129.3052247979414,OSM_ro205_0_15,0.8509767228999473,1,0.0,ok
244,2026-08-28 22:45:00+09:00,1,28.20877910731837,129.3321632792886,OSM_ro126_0_62,0.5155714214477357,1,0.0,ok
245,2026-08-29 01:22:00+09:00,1,28.16458473778522,129.3883753548703,OSM_ro440_0_41,0.7068106180326801,1,0.0,ok
246,2026-08-29 02:26:00+09:00,1,28.18987315213858,129.3973380976556,OSM_ro448_0_62,6.1509626395887045,1,0.0,ok
247,2026-08-29 23:58:00+09:00,1,28.16425126563035,129.3933922738547,OSM_ro42_0_32,5.366106166055077,1,0.0,ok
