night,phase,rank,slot_time,score
2026-08-17,selection,168,2026-08-18T00:00:00+09:00,0.7788741710625172
2026-08-17,selection,169,2026-08-18T00:00:00+09:00,0.7787963588267508
2026-08-17,selection,170,2026-08-18T00:30:00+09:00,0.7787963588267508
2026-08-17,selection,171,2026-08-18T01:00:00+09:00,0.7771756132084553
2026-08-17,selection,172,2026-08-18T01:30:00+09:00,0.7771756132084553
2026-08-17,selection,173,2026-08-17T23:00:00+09:00,0.7748863035330231
2026-08-17,selection,174,2026-08-17T23:40:00+09:00,0.7748863035330231
2026-08-17,selection,175,2026-08-17T22:00:00+09:00,0.7740661028162892
2026-08-17,selection,176,2026-08-17T22:50:00+09:00,0.7740661028162892
2026-08-17,selection,177,2026-08-18T01:50:00+09:00,0.7735610981382135
2026-08-17,selection,178,2026-08-18T01:00:00+09:00,0.7735610981382135
2026-08-17,selection,179,2026-08-17T23:30:00+09:00,0.7724743705064182
2026-08-17,selection,180,2026-08-17T23:00:00+09:00,0.7724743705064182
2026-08-17,selection,181,2026-08-18T01:50:00+09:00,0.7693497456757425
2026-08-17,selection,182,2026-08-18T01:10:00+09:00,0.7693497456757425
2026-08-17,selection,183,2026-08-17T22:20:00+09:00,0.7689166146077315
2026-08-17,selection,184,2026-08-18T01:30:00+09:00,0.7673405113618591
2026-08-17,selection,185,2026-08-17T23:00:00+09:00,0.7672266198978056
2026-08-17,selection,186,2026-08-17T23:30:00+09:00,0.7672266198978056
2026-08-17,selection,187,2026-08-18T02:40:00+09:00,0.7664375042601144
2026-08-17,selection,188,2026-08-18T00:00:00+09:00,0.7657026872084197
2026-08-17,selection,189,2026-08-18T00:50:00+09:00,0.7657026872084197
2026-08-17,selection,190,2026-08-18T01:40:00+09:00,0.7655301162869248
2026-08-17,selection,191,2026-08-18T01:10:00+09:00,0.7655301162869248
2026-08-17,selection,192,2026-08-18T03:50:00+09:00,0.76406316218591
2026-08-17,selection,193,2026-08-18T03:20:00+09:00,0.76406316218591
2026-08-17,selection,194,2026-08-17T23:40:00+09:00,0.7633519769511351
2026-08-17,selection,195,2026-08-17T23:10:00+09:00,0.7633519769511351
2026-08-17,selection,196,2026-08-17T23:00:00+09:00,0.7629240177931043
2026-08-17,selection,197,2026-08-17T23:30:00+09:00,0.7629240177931043
2026-08-17,selection,198,2026-08-18T02:00:00+09:00,0.7620933390602489
2026-08-17,selection,199,2026-08-18T02:40:00+09:00,0.7620933390602489
2026-08-17,selection,200,2026-08-18T01:00:00+09:00,0.7612370281639044
2026-08-19,selection,1,2026-08-20T00:00:00+09:00,0.996999939311035
2026-08-19,selection,2,2026-08-20T00:30:00+09:00,0.996999939311035
2026-08-19,selection,3,2026-08-20T00:20:00+09:00,0.9773604886632706
2026-08-19,selection,4,2026-08-20T00:50:00+09:00,0.9773604886632706
2026-08-19,selection,5,2026-08-20T00:50:00+09:00,0.959155327531182
2026-08-19,selection,6,2026-08-20T00:20:00+09:00,0.959155327531182
2026-08-19,selection,7,2026-08-20T00:50:00+09:00,0.9567514018219347
2026-08-19,selection,8,2026-08-20T00:10:00+09:00,0.9567514018219347
2026-08-19,selection,9,2026-08-20T00:20:00+09:00,0.9537431074321179
2026-08-19,selection,10,2026-08-20T00:50:00+09:00,0.9537431074321179
2026-08-19,selection,11,2026-08-20T00:40:00+09:00,0.9534135556614495
2026-08-19,selection,12,2026-08-20T00:10:00+09:00,0.9534135556614495
2026-08-19,selection,13,2026-08-20T01:00:00+09:00,0.9514025029704999
2026-08-19,selection,14,2026-08-20T01:30:00+09:00,0.9514025029704999
2026-08-19,selection,15,2026-08-20T00:40:00+09:00,0.9489189468991168
2026-08-19,selection,16,2026-08-20T00:00:00+09:00,0.9489189468991168
2026-08-19,selection,17,2026-08-20T01:50:00+09:00,0.9436038109344336
2026-08-19,selection,18,2026-08-20T01:20:00+09:00,0.9436038109344336
2026-08-19,selection,19,2026-08-20T01:20:00+09:00,0.9403184990054647
2026-08-19,selection,20,2026-08-20T01:50:00+09:00,0.9403184990054647
2026-08-19,selection,21,2026-08-20T00:10:00+09:00,0.934708119712333
2026-08-19,selection,22,2026-08-20T00:40:00+09:00,0.934708119712333
2026-08-19,selection,23,2026-08-20T00:00:00+09:00,0.9344420967119105
2026-08-19,selection,24,2026-08-20T00:30:00+09:00,0.9344420967119105
2026-08-19,selection,25,2026-08-19T23:10:00+09:00,0.9303469091568379
2026-08-19,selection,26,2026-08-20T01:50:00+09:00,0.9207161417595392
2026-08-19,selection,27,2026-08-20T01:20:00+09:00,0.9207161417595392
2026-08-19,selection,28,2026-08-20T01:40:00+09:00,0.916090610734889
2026-08-19,selection,29,2026-08-20T01:00:00+09:00,0.916090610734889
2026-08-19,selection,30,2026-08-20T01:30:00+09:00,0.9098095270187618
2026-08-19,selection,31,2026-08-20T01:30:00+09:00,0.9050203514661596
2026-08-19,selection,32,2026-08-20T01:20:00+09:00,0.9026729235312398
2026-08-19,selection,33,2026-08-20T01:50:00+09:00,0.9026729235312398
2026-08-19,selection,34,2026-08-20T01:30:00+09:00,0.9004426371664873
2026-08-19,selection,35,2026-08-19T23:20:00+09:00,0.8999851282503496
2026-08-19,selection,36,2026-08-19T23:50:00+09:00,0.8999851282503496
2026-08-19,selection,37,2026-08-19T23:10:00+09:00,0.8994620550677609
2026-08-19,selection,38,2026-08-19T23:40:00+09:00,0.8994620550677609
2026-08-19,selection,39,2026-08-20T00:50:00+09:00,0.898420737599521
2026-08-19,selection,40,2026-08-20T00:20:00+09:00,0.898420737599521
2026-08-19,selection,41,2026-08-19T23:50:00+09:00,0.8982793547339027
2026-08-19,selection,42,2026-08-19T23:00:00+09:00,0.8982793547339027
2026-08-19,selection,43,2026-08-20T00:10:00+09:00,0.8975720856109725
2026-08-19,selection,44,2026-08-20T00:50:00+09:00,0.8975720856109725
2026-08-19,selection,45,2026-08-19T23:30:00+09:00,0.8937357372996605
2026-08-19,selection,46,2026-08-19T23:00:00+09:00,0.8937357372996605
2026-08-19,selection,47,2026-08-19T23:00:00+09:00,0.8896744319471223
2026-08-19,selection,48,2026-08-19T23:40:00+09:00,0.8896744319471223
2026-08-19,selection,49,2026-08-19T23:40:00+09:00,0.8861966224955766
2026-08-19,selection,50,2026-08-19T23:00:00+09:00,0.8861966224955766
2026-08-19,selection,51,2026-08-20T01:40:00+09:00,0.8831868950721742
2026-08-19,selection,52,2026-08-20T00:20:00+09:00,0.8739954574938262
2026-08-19,selection,53,2026-08-20T00:50:00+09:00,0.8739954574938262
2026-08-19,selection,54,2026-08-19T23:00:00+09:00,0.8727694873969307
2026-08-19,selection,55,2026-08-19T23:30:00+09:00,0.8727694873969307
2026-08-19,selection,56,2026-08-20T00:00:00+09:00,0.8700894453851606
2026-08-19,selection,57,2026-08-20T00:30:00+09:00,0.8700894453851606
2026-08-19,selection,58,2026-08-20T00:00:00+09:00,0.868814540153332
2026-08-19,selection,59,2026-08-20T00:50:00+09:00,0.868814540153332
2026-08-19,selection,60,2026-08-20T01:30:00+09:00,0.8642512844710534
2026-08-19,selection,61,2026-08-19T23:10:00+09:00,0.863363217879701
2026-08-19,selection,62,2026-08-20T00:50:00+09:00,0.8585825183590885
2026-08-19,selection,63,2026-08-20T00:10:00+09:00,0.8585825183590885
2026-08-19,selection,64,2026-08-20T01:30:00+09:00,0.8533549841403834
2026-08-19,selection,65,2026-08-20T01:00:00+09:00,0.8533549841403834
2026-08-19,selection,66,2026-08-20T01:30:00+09:00,0.8517519121891599
2026-08-19,selection,67,2026-08-20T00:00:00+09:00,0.8508923521108409
2026-08-19,selection,68,2026-08-20T00:50:00+09:00,0.8508923521108409
2026-08-19,selection,69,2026-08-20T01:50:00+09:00,0.8507572966024919
2026-08-19,selection,70,2026-08-20T01:00:00+09:00,0.8507572966024919
2026-08-19,selection,71,2026-08-20T01:50:00+09:00,0.8452448263004962
2026-08-19,selection,72,2026-08-20T01:20:00+09:00,0.8452448263004962
2026-08-19,selection,73,2026-08-20T02:50:00+09:00,0.839685130586232
2026-08-19,selection,74,2026-08-20T02:20:00+09:00,0.839685130586232
2026-08-19,selection,75,2026-08-20T00:10:00+09:00,0.8374325131017905
2026-08-19,selection,76,2026-08-20T00:50:00+09:00,0.8374325131017905
2026-08-19,selection,77,2026-08-20T00:10:00+09:00,0.8374266122139041
2026-08-19,selection,78,2026-08-20T00:50:00+09:00,0.8374266122139041
2026-08-19,selection,79,2026-08-20T01:30:00+09:00,0.8373182371253214
2026-08-19,selection,80,2026-08-20T01:00:00+09:00,0.8373182371253214
2026-08-19,selection,81,2026-08-20T00:00:00+09:00,0.834266535989944
2026-08-19,selection,82,2026-08-20T00:30:00+09:00,0.834266535989944
2026-08-19,selection,83,2026-08-19T23:20:00+09:00,0.8307430569293235
2026-08-19,selection,84,2026-08-19T23:00:00+09:00,0.8304593638498091
2026-08-19,selection,85,2026-08-19T23:30:00+09:00,0.8304593638498091
2026-08-19,selection,86,2026-08-19T23:40:00+09:00,0.8298481408557249
2026-08-19,selection,87,2026-08-19T23:00:00+09:00,0.8298481408557249
2026-08-19,selection,88,2026-08-20T02:30:00+09:00,0.8295197960456729
2026-08-19,selection,89,2026-08-20T02:00:00+09:00,0.8295197960456729
2026-08-19,selection,90,2026-08-20T01:20:00+09:00,0.8285748969836165
2026-08-19,selection,91,2026-08-20T01:50:00+09:00,0.8285748969836165
2026-08-19,selection,92,2026-08-20T02:30:00+09:00,0.8269946649142332
2026-08-19,selection,93,2026-08-20T00:10:00+09:00,0.8260782983014523
2026-08-19,selection,94,2026-08-20T00:50:00+09:00,0.8260782983014523
2026-08-19,selection,95,2026-08-19T23:20:00+09:00,0.8254941920630675
2026-08-19,selection,96,2026-08-19T23:50:00+09:00,0.8254941920630675
2026-08-19,selection,97,2026-08-20T00:50:00+09:00,0.8251922834783875
2026-08-19,selection,98,2026-08-20T00:10:00+09:00,0.8251922834783875
2026-08-19,selection,99,2026-08-20T00:50:00+09:00,0.8240296970874739
2026-08-19,selection,100,2026-08-20T00:10:00+09:00,0.8240296970874739
2026-08-19,selection,101,2026-08-20T00:50:00+09:00,0.8223468753491567
2026-08-19,selection,102,2026-08-20T00:00:00+09:00,0.8223468753491567
2026-08-19,selection,103,2026-08-20T01:50:00+09:00,0.8202236231426911
2026-08-19,selection,104,2026-08-20T01:20:00+09:00,0.8202236231426911
2026-08-19,selection,105,2026-08-20T00:00:00+09:00,0.8198485745099341
2026-08-19,selection,106,2026-08-20T00:50:00+09:00,0.8198485745099341
2026-08-19,selection,107,2026-08-20T00:20:00+09:00,0.8191162650908558
2026-08-19,selection,108,2026-08-20T00:50:00+09:00,0.8191162650908558
2026-08-19,selection,109,2026-08-20T02:40:00+09:00,0.8188689363386508
2026-08-19,selection,110,2026-08-20T00:10:00+09:00,0.8184657041929517
2026-08-19,selection,111,2026-08-20T00:50:00+09:00,0.8184657041929517
2026-08-19,selection,112,2026-08-20T02:40:00+09:00,0.8180501233542953
2026-08-19,selection,113,2026-08-20T02:10:00+09:00,0.8180501233542953
2026-08-19,selection,114,2026-08-19T23:30:00+09:00,0.8179893325983968
2026-08-19,selection,115,2026-08-19T23:00:00+09:00,0.8179893325983968
2026-08-19,selection,116,2026-08-20T02:30:00+09:00,0.8178812222861093
2026-08-19,selection,117,2026-08-20T02:00:00+09:00,0.8178812222861093
2026-08-19,selection,118,2026-08-20T00:00:00+09:00,0.8148263025222284
2026-08-19,selection,119,2026-08-20T00:30:00+09:00,0.8148263025222284
2026-08-19,selection,120,2026-08-19T23:30:00+09:00,0.8145451240375496
2026-08-19,selection,121,2026-08-19T23:00:00+09:00,0.8145451240375496
2026-08-19,selection,122,2026-08-20T00:10:00+09:00,0.814297425778688
2026-08-19,selection,123,2026-08-20T00:40:00+09:00,0.814297425778688
2026-08-19,selection,124,2026-08-20T00:30:00+09:00,0.8128293356213885
2026-08-19,selection,125,2026-08-20T00:00:00+09:00,0.8128293356213885
2026-08-19,selection,126,2026-08-19T23:10:00+09:00,0.8113849282238177
2026-08-19,selection,127,2026-08-19T23:20:00+09:00,0.8093963954034021
2026-08-19,selection,128,2026-08-20T02:40:00+09:00,0.8088852852561556
2026-08-19,selection,129,2026-08-20T01:50:00+09:00,0.806672433991875
2026-08-19,selection,130,2026-08-20T01:20:00+09:00,0.806672433991875
2026-08-19,selection,131,2026-08-19T23:20:00+09:00,0.8061011013966862
2026-08-19,selection,132,2026-08-19T23:20:00+09:00,0.8036731641060543
2026-08-19,selection,133,2026-08-19T23:20:00+09:00,0.8027276593883066
2026-08-19,selection,134,2026-08-19T23:00:00+09:00,0.8009102228000569
2026-08-19,selection,135,2026-08-19T23:30:00+09:00,0.8009102228000569
2026-08-19,selection,136,2026-08-20T00:20:00+09:00,0.8001865463422566
2026-08-19,selection,137,2026-08-20T00:50:00+09:00,0.8001865463422566
2026-08-19,selection,138,2026-08-20T00:30:00+09:00,0.7980256168911598
2026-08-19,selection,139,2026-08-20T00:00:00+09:00,0.7980256168911598
2026-08-19,selection,140,2026-08-20T00:30:00+09:00,0.7979887868830865
2026-08-19,selection,141,2026-08-20T00:00:00+09:00,0.7979887868830865
2026-08-19,selection,142,2026-08-20T00:00:00+09:00,0.7958244107778482
2026-08-19,selection,143,2026-08-20T00:30:00+09:00,0.7958244107778482
2026-08-19,selection,144,2026-08-20T00:40:00+09:00,0.7929846461241641
2026-08-19,selection,145,2026-08-20T00:10:00+09:00,0.7929846461241641
2026-08-19,selection,146,2026-08-20T01:30:00+09:00,0.7919238702256491
2026-08-19,selection,147,2026-08-20T02:30:00+09:00,0.7918779690155585
2026-08-19,selection,148,2026-08-20T01:40:00+09:00,0.7882979022012003
2026-08-19,selection,149,2026-08-20T00:00:00+09:00,0.7880735877812743
2026-08-19,selection,150,2026-08-20T00:30:00+09:00,0.7880735877812743
2026-08-19,selection,151,2026-08-20T01:00:00+09:00,0.7872420340418128
2026-08-19,selection,152,2026-08-20T01:50:00+09:00,0.7872420340418128
2026-08-19,selection,153,2026-08-20T02:10:00+09:00,0.7872419841391358
2026-08-19,selection,154,2026-08-20T02:40:00+09:00,0.7872419841391358
2026-08-19,selection,155,2026-08-19T23:20:00+09:00,0.7868957194331372
2026-08-19,selection,156,2026-08-19T23:20:00+09:00,0.7838977860579294
2026-08-19,selection,157,2026-08-20T02:40:00+09:00,0.7821254681192747
2026-08-19,selection,158,2026-08-20T02:10:00+09:00,0.7821254681192747
2026-08-19,selection,159,2026-08-19T23:00:00+09:00,0.7818053905535801
2026-08-19,selection,160,2026-08-19T23:30:00+09:00,0.7818053905535801
2026-08-19,selection,161,2026-08-19T23:30:00+09:00,0.7816527256990584
2026-08-19,selection,162,2026-08-19T23:00:00+09:00,0.7816527256990584
2026-08-19,selection,163,2026-08-20T01:50:00+09:00,0.780354310791385
2026-08-19,selection,164,2026-08-20T01:20:00+09:00,0.780354310791385
2026-08-19,selection,165,2026-08-20T01:30:00+09:00,0.7790946119018579
2026-08-19,selection,166,2026-08-20T01:50:00+09:00,0.7778626310265059
2026-08-19,selection,167,2026-08-20T01:20:00+09:00,0.7778626310265059
2026-08-19,selection,168,2026-08-20T01:40:00+09:00,0.7770560647235814
2026-08-19,selection,169,2026-08-20T01:10:00+09:00,0.7770560647235814
2026-08-19,selection,170,2026-08-20T02:20:00+09:00,0.7763170570133316
2026-08-19,selection,171,2026-08-20T02:50:00+09:00,0.7763170570133316
2026-08-19,selection,172,2026-08-20T00:40:00+09:00,0.7759897055577364
2026-08-19,selection,173,2026-08-20T00:10:00+09:00,0.7759897055577364
2026-08-19,selection,174,2026-08-19T23:00:00+09:00,0.7753996184355052
2026-08-19,selection,175,2026-08-19T23:30:00+09:00,0.7753996184355052
2026-08-19,selection,176,2026-08-20T00:00:00+09:00,0.774456469418977
2026-08-19,selection,177,2026-08-20T00:50:00+09:00,0.774456469418977
2026-08-19,selection,178,2026-08-20T01:20:00+09:00,0.774361214152957
2026-08-19,selection,179,2026-08-20T01:50:00+09:00,0.774361214152957
2026-08-19,selection,180,2026-08-20T01:40:00+09:00,0.7736117008439444
2026-08-19,selection,181,2026-08-20T01:00:00+09:00,0.7736117008439444
2026-08-19,selection,182,2026-08-19T23:00:00+09:00,0.7731988383722488
2026-08-19,selection,183,2026-08-19T23:30:00+09:00,0.7731988383722488
2026-08-19,selection,184,2026-08-20T02:30:00+09:00,0.7723903412359326
2026-08-19,selection,185,2026-08-20T02:00:00+09:00,0.7723903412359326
2026-08-19,selection,186,2026-08-20T01:50:00+09:00,0.771184164585837
2026-08-19,selection,187,2026-08-20T01:20:00+09:00,0.771184164585837
2026-08-19,selection,188,2026-08-19T23:00:00+09:00,0.7708519943114406
2026-08-19,selection,189,2026-08-19T23:40:00+09:00,0.7708519943114406
2026-08-19,selection,190,2026-08-20T01:50:00+09:00,0.7700514403675587
2026-08-19,selection,191,2026-08-20T01:20:00+09:00,0.7700514403675587
2026-08-19,selection,192,2026-08-20T01:20:00+09:00,0.7698880701446016
2026-08-19,selection,193,2026-08-20T01:50:00+09:00,0.7698880701446016
2026-08-19,selection,194,2026-08-20T00:40:00+09:00,0.768771274862615
2026-08-19,selection,195,2026-08-20T00:10:00+09:00,0.768771274862615
2026-08-19,selection,196,2026-08-20T00:10:00+09:00,0.7680237013725203
2026-08-19,selection,197,2026-08-20T00:40:00+09:00,0.7680237013725203
2026-08-19,selection,198,2026-08-20T01:30:00+09:00,0.7663276934083019
2026-08-19,selection,199,2026-08-20T01:00:00+09:00,0.7659992470114063
2026-08-19,selection,200,2026-08-20T01:30:00+09:00,0.7659992470114063
2026-08-23,confirmation,1,2026-08-24T00:20:00+09:00,0.9803107385135631
2026-08-23,confirmation,2,2026-08-24T00:50:00+09:00,0.9803107385135631
2026-08-23,confirmation,3,2026-08-24T00:30:00+09:00,0.962991808189544
2026-08-23,confirmation,4,2026-08-24T00:00:00+09:00,0.962991808189544
2026-08-23,confirmation,5,2026-08-24T00:00:00+09:00,0.9576683865019047
2026-08-23,confirmation,6,2026-08-24T00:30:00+09:00,0.9576683865019047
2026-08-23,confirmation,7,2026-08-24T00:00:00+09:00,0.9477720588645643
2026-08-23,confirmation,8,2026-08-24T00:40:00+09:00,0.9477720588645643
2026-08-23,confirmation,9,2026-08-24T00:40:00+09:00,0.9453489032085418
2026-08-23,confirmation,10,2026-08-24T00:10:00+09:00,0.9453489032085418
2026-08-23,confirmation,11,2026-08-24T01:40:00+09:00,0.9284629263053759
2026-08-23,confirmation,12,2026-08-24T00:30:00+09:00,0.9276997845930167
2026-08-23,confirmation,13,2026-08-24T00:00:00+09:00,0.9276997845930167
2026-08-23,confirmation,14,2026-08-24T01:50:00+09:00,0.9218141401862029
2026-08-23,confirmation,15,2026-08-24T01:10:00+09:00,0.9218141401862029
2026-08-23,confirmation,16,2026-08-23T23:50:00+09:00,0.9150571229566411
2026-08-23,confirmation,17,2026-08-23T23:20:00+09:00,0.9150571229566411
2026-08-23,confirmation,18,2026-08-24T01:10:00+09:00,0.9017606435482837
2026-08-23,confirmation,19,2026-08-24T01:50:00+09:00,0.9017606435482837
2026-08-23,confirmation,20,2026-08-24T00:10:00+09:00,0.8991288636122821
2026-08-23,confirmation,21,2026-08-24T00:40:00+09:00,0.8991288636122821
2026-08-23,confirmation,22,2026-08-23T23:10:00+09:00,0.8966165936614467
2026-08-23,confirmation,23,2026-08-23T23:20:00+09:00,0.8904144684589802
2026-08-23,confirmation,24,2026-08-24T01:40:00+09:00,0.8899641616523648
2026-08-23,confirmation,25,2026-08-24T01:10:00+09:00,0.8899641616523648
2026-08-23,confirmation,26,2026-08-23T23:40:00+09:00,0.8881379581575102
2026-08-23,confirmation,27,2026-08-23T23:10:00+09:00,0.8881379581575102
2026-08-23,confirmation,28,2026-08-23T23:30:00+09:00,0.8879154687489689
2026-08-23,confirmation,29,2026-08-23T23:00:00+09:00,0.8879154687489689
2026-08-23,confirmation,30,2026-08-24T00:00:00+09:00,0.887850625383216
2026-08-23,confirmation,31,2026-08-24T00:40:00+09:00,0.887850625383216
2026-08-23,confirmation,32,2026-08-24T01:20:00+09:00,0.8876888026440514
2026-08-23,confirmation,33,2026-08-24T01:50:00+09:00,0.8876888026440514
2026-08-23,confirmation,34,2026-08-24T00:10:00+09:00,0.8774228792247384
2026-08-23,confirmation,35,2026-08-24T00:50:00+09:00,0.8774228792247384
2026-08-23,confirmation,36,2026-08-24T01:40:00+09:00,0.8736127472352962
2026-08-23,confirmation,37,2026-08-24T01:10:00+09:00,0.8736127472352962
2026-08-23,confirmation,38,2026-08-23T23:20:00+09:00,0.8734240140870715
2026-08-23,confirmation,39,2026-08-24T00:20:00+09:00,0.8614611487268207
2026-08-23,confirmation,40,2026-08-24T00:50:00+09:00,0.8614611487268207
2026-08-23,confirmation,41,2026-08-24T01:50:00+09:00,0.8523010368335427
2026-08-23,confirmation,42,2026-08-24T01:10:00+09:00,0.8523010368335427
2026-08-23,confirmation,43,2026-08-24T01:20:00+09:00,0.8500207296980216
2026-08-23,confirmation,44,2026-08-24T01:50:00+09:00,0.8500207296980216
2026-08-23,confirmation,45,2026-08-24T00:30:00+09:00,0.8447419195986791
2026-08-23,confirmation,46,2026-08-24T00:00:00+09:00,0.8447419195986791
2026-08-23,confirmation,47,2026-08-23T23:20:00+09:00,0.8447150785691833
2026-08-23,confirmation,48,2026-08-24T01:10:00+09:00,0.8442878831865783
2026-08-23,confirmation,49,2026-08-24T01:50:00+09:00,0.8442878831865783
2026-08-23,confirmation,50,2026-08-23T23:00:00+09:00,0.8356997377883476
2026-08-23,confirmation,51,2026-08-23T23:30:00+09:00,0.8356997377883476
2026-08-23,confirmation,52,2026-08-24T01:40:00+09:00,0.8336565175781447
2026-08-23,confirmation,53,2026-08-24T01:10:00+09:00,0.8336565175781447
2026-08-23,confirmation,54,2026-08-24T02:40:00+09:00,0.830286416910049
2026-08-23,confirmation,55,2026-08-24T02:20:00+09:00,0.8280650092627695
2026-08-23,confirmation,56,2026-08-24T02:50:00+09:00,0.8280650092627695
2026-08-23,confirmation,57,2026-08-23T23:10:00+09:00,0.824322704295175
2026-08-23,confirmation,58,2026-08-23T23:40:00+09:00,0.824322704295175
2026-08-23,confirmation,59,2026-08-24T01:30:00+09:00,0.8239058218906986
2026-08-23,confirmation,60,2026-08-23T23:50:00+09:00,0.8186089987630776
2026-08-23,confirmation,61,2026-08-23T23:00:00+09:00,0.8186089987630776
2026-08-23,confirmation,62,2026-08-24T00:20:00+09:00,0.8177638468251816
2026-08-23,confirmation,63,2026-08-24T00:50:00+09:00,0.8177638468251816
2026-08-23,confirmation,64,2026-08-24T00:40:00+09:00,0.8153478763363761
2026-08-23,confirmation,65,2026-08-24T00:00:00+09:00,0.8153478763363761
2026-08-23,confirmation,66,2026-08-23T23:20:00+09:00,0.8143234657441416
2026-08-23,confirmation,67,2026-08-23T23:50:00+09:00,0.8143234657441416
2026-08-23,confirmation,68,2026-08-23T22:20:00+09:00,0.8104933070514639
2026-08-23,confirmation,69,2026-08-24T01:20:00+09:00,0.8084357406045375
2026-08-23,confirmation,70,2026-08-24T01:50:00+09:00,0.8084357406045375
2026-08-23,confirmation,71,2026-08-24T00:00:00+09:00,0.7989261143947081
2026-08-23,confirmation,72,2026-08-24T00:30:00+09:00,0.7989261143947081
2026-08-23,confirmation,73,2026-08-24T01:50:00+09:00,0.7940188643491136
2026-08-23,confirmation,74,2026-08-24T01:20:00+09:00,0.7940188643491136
2026-08-23,confirmation,75,2026-08-23T23:30:00+09:00,0.793619542050628
2026-08-23,confirmation,76,2026-08-23T23:00:00+09:00,0.793619542050628
2026-08-23,confirmation,77,2026-08-24T01:50:00+09:00,0.793218187070102
2026-08-23,confirmation,78,2026-08-24T01:20:00+09:00,0.793218187070102
2026-08-23,confirmation,79,2026-08-24T01:30:00+09:00,0.7909254902098521
2026-08-23,confirmation,80,2026-08-24T00:50:00+09:00,0.7906925748543094
2026-08-23,confirmation,81,2026-08-24T00:10:00+09:00,0.7906925748543094
2026-08-23,confirmation,82,2026-08-24T02:20:00+09:00,0.7888274724371397
2026-08-23,confirmation,83,2026-08-24T02:50:00+09:00,0.7888274724371397
2026-08-23,confirmation,84,2026-08-24T02:30:00+09:00,0.7876860959776221
2026-08-23,confirmation,85,2026-08-24T00:10:00+09:00,0.7850075416203377
2026-08-23,confirmation,86,2026-08-24T00:40:00+09:00,0.7850075416203377
2026-08-23,confirmation,87,2026-08-24T01:10:00+09:00,0.7791372305905317
2026-08-23,confirmation,88,2026-08-24T01:50:00+09:00,0.7791372305905317
2026-08-23,confirmation,89,2026-08-23T23:00:00+09:00,0.7774140818928126
2026-08-23,confirmation,90,2026-08-23T23:30:00+09:00,0.7774140818928126
2026-08-23,confirmation,91,2026-08-24T01:20:00+09:00,0.7759773905172138
2026-08-23,confirmation,92,2026-08-24T01:50:00+09:00,0.7759773905172138
2026-08-23,confirmation,93,2026-08-24T00:30:00+09:00,0.7731283845205683
2026-08-23,confirmation,94,2026-08-24T00:00:00+09:00,0.7731283845205683
2026-08-23,confirmation,95,2026-08-23T22:00:00+09:00,0.7697067966926223
2026-08-23,confirmation,96,2026-08-23T22:30:00+09:00,0.7697067966926223
2026-08-23,confirmation,97,2026-08-24T00:00:00+09:00,0.7678618670861406
2026-08-23,confirmation,98,2026-08-24T00:40:00+09:00,0.7678618670861406
2026-08-23,confirmation,99,2026-08-23T23:00:00+09:00,0.7636515704467532
2026-08-23,confirmation,100,2026-08-23T23:30:00+09:00,0.7636515704467532
2026-08-23,confirmation,101,2026-08-24T00:00:00+09:00,0.7635209687483726
2026-08-23,confirmation,102,2026-08-24T00:50:00+09:00,0.7635209687483726
2026-08-23,confirmation,103,2026-08-24T00:10:00+09:00,0.7619030071138204
2026-08-23,confirmation,104,2026-08-24T00:50:00+09:00,0.7619030071138204
2026-08-23,confirmation,105,2026-08-24T00:30:00+09:00,0.7616107678910877
2026-08-23,confirmation,106,2026-08-24T00:00:00+09:00,0.7616107678910877
2026-08-23,confirmation,107,2026-08-24T01:30:00+09:00,0.7590775206276392
2026-08-23,confirmation,108,2026-08-24T01:00:00+09:00,0.7590775206276392
2026-08-23,confirmation,109,2026-08-24T02:20:00+09:00,0.7590124046682045
2026-08-23,confirmation,110,2026-08-24T02:50:00+09:00,0.7590124046682045
2026-08-23,confirmation,111,2026-08-24T02:30:00+09:00,0.757886595377411
2026-08-23,confirmation,112,2026-08-24T00:20:00+09:00,0.7572486073616506
2026-08-23,confirmation,113,2026-08-24T00:50:00+09:00,0.7572486073616506
2026-08-23,confirmation,114,2026-08-24T00:30:00+09:00,0.7567594483364646
2026-08-23,confirmation,115,2026-08-24T00:00:00+09:00,0.7567594483364646
2026-08-23,confirmation,116,2026-08-24T01:10:00+09:00,0.7559398827422517
2026-08-23,confirmation,117,2026-08-24T01:50:00+09:00,0.7559398827422517
2026-08-23,confirmation,118,2026-08-24T02:20:00+09:00,0.7559341820929616
2026-08-23,confirmation,119,2026-08-24T02:50:00+09:00,0.7559341820929616
2026-08-23,confirmation,120,2026-08-23T23:00:00+09:00,0.7537165968031246
2026-08-23,confirmation,121,2026-08-23T23:30:00+09:00,0.7537165968031246
2026-08-23,confirmation,122,2026-08-23T23:10:00+09:00,0.7536415808017191
2026-08-23,confirmation,123,2026-08-24T01:40:00+09:00,0.7530679792380646
2026-08-23,confirmation,124,2026-08-24T00:50:00+09:00,0.7493499201919444
2026-08-23,confirmation,125,2026-08-24T00:00:00+09:00,0.7493499201919444
2026-08-23,confirmation,126,2026-08-24T02:30:00+09:00,0.7472010663814033
2026-08-23,confirmation,127,2026-08-23T22:40:00+09:00,0.7464047521862385
2026-08-23,confirmation,128,2026-08-23T22:10:00+09:00,0.7464047521862385
2026-08-23,confirmation,129,2026-08-24T02:20:00+09:00,0.7452907077954399
